gene	bin
TRAM2-AS1	4699
KLHL31	4703
DKFZp451B082	5180
TCP10L2	5198
LINC00242	5208
VWA5A	8050
GARS1-DT	5345
LOC401324	5364
RASA4CP	5403
LINC02902	5419
LINC01446	5447
LRRD1	5569
SMIM30	5658
PRRT4	5729
LORICRIN	533
RAB19	5781
LOC401463	6127
RBIS	6220
SAMD12	6369
VLDLR-AS1	6501
LINC01235	6551
HACD4	6585
LINC01242	6628
TMEM215	6639
LOX	4223
TOMM5	6659
LINC02872	6748
CENPP	6770
C9orf152	6848
SNX30	6859
WDR38	6915
LOC401557	6959
LCNL1	6967
LINC02908	6967
FAM166A	6968
ZNF674-AS1	11762
LOXL1	9709
SLC25A53	11954
SERTM2	11987
GOLGA7B	7372
OR51T1	7549
OR51A4	7549
OR51A2	7549
LOXL2	5951
FIGNL2	8313
LPA	5168
ZNF833P	10830
RNF223	1
LDLRAD2	84
ZNF847P	863
ARL2	7792
SRRD	11454
VWC2L	1866
OR5K2	2420
CFAP99	2877
RPL21P44	3093
LPL	5935
SOHLH1	6962
XKRX	11943
LINC01000	5730
LPO	10346
KPNA7	5600
C7orf61	5605
LPP	2823
IGLON5	10978
UFSP1	5607
IFITM10	7538
CSMD2-AS1	133
ARL3	7393
OR4C45	7746
OR5H14	2418
OR5H15	2418
OR5K3	2419
OR5K4	2419
OR6C65	8328
OR6C68	8329
IRAG2	8209
PLPP6	6511
APOBEC4	667
CIBAR1P2	3673
ZBTB34	6924
LRCH4	5606
LRP1	8335
LRP2	1660
LRP3	10906
LRP4	7740
LRP6	8150
HAPLN4	10861
CUEDC1	10344
LRP5	7804
WDFY3-AS2	3232
SPINK6	4340
CTXN1	10816
C6orf201	4503
HOXB-AS3	10302
YY2	11651
LRPAP1	2882
LSAMP	2499
C16orf74	10120
SCGB1D4	7780
LSP1	7539
LINC01194	3762
CACTIN-AS1	10800
GTF2H5	5157
LSS	11419
ANKHD1-EIF4EBP3	4305
NPSR1-AS1	5361
LTA4H	8512
ARNT	522
CYP4F3	10846
LTBP1	1105
LTBP2	9351
LTBP3	7794
LTBR	8128
LTC4S	4480
LTF	2202
DUOXA2	9578
ERVFRD-1	4535
LTK	9565
BCAM	10952
ARNTL	7587
LUM	8490
LY6E	6483
LY6H	6484
LY9	566
CD180	3984
LY75	1617
LYL1	10836
LYN	6087
SH2D1A	12040
MIRLET7A1	6778
MIRLET7A2	8041
MIRLET7A3	11540
MIRLET7B	11540
MIRLET7C	11283
MIRLET7D	6778
MIRLET7E	10980
MIRLET7F1	6778
MIRLET7F2	11783
MIRLET7G	2227
MIRLET7I	8360
MIR100	8041
MIR101-1	273
MIR101-2	6512
MIR103A1	4433
MIR103A2	11024
MIR105-1	12156
MIR105-2	12156
MIR106A	12084
LYZ	8390
MIR106B	5604
MIR107	7335
MIR10A	10302
MIR10B	1692
MIR1-1	11264
MIR1-2	10517
MIR122	10685
MIR124-1	5892
MIR124-2	6126
MIR124-3	11267
MIR125A	10980
MIR125B1	8041
MIR125B2	11284
MIR126	6966
MIR127	9473
MIR128-1	1506
MIR128-2	2154
MIR129-1	5728
MIR129-2	7725
MIR130A	7760
MIR132	10146
MIR133A1	10517
MIR133A2	11264
MIR134	9474
MIR135A1	2227
MIR135A2	8519
MIR136	9473
MIR137	421
MIR138-1	2192
MIR138-2	9994
MIR139	7821
MIR141	8131
MIR142	10347
MIR143	4346
MIR144	10229
MIR146A	4396
MIR147A	6894
MIR148A	5324
MIR149	1985
MIR150	10971
MIR152	10300
MIR153-1	1888
MIR153-2	5848
MIR154	9474
MIR155	11325
MIR15B	2697
MIR16-1	8814
MIR16-2	2697
MIR181A2	6914
MIR181B1	737
MIR181B2	6914
MIR181C	10839
MIR182	5735
MIR183	5735
MIR184	9731
MIR185	11431
MIR186	300
MIR187	10582
MIR188	11772
MIR190A	9659
MIR191	2213
MIR192	7791
MIR193A	10239
MIR194-1	831
MIR194-2	7791
MIR196A1	10302
MIR196A2	8322
MIR197	469
MIR198	2520
MIR199A1	10827
MIR199B	6930
MIR19B1	9002
MIR19B2	12084
MIR200A	1
MIR200B	1
MIR200C	8131
MIR203A	9487
MIR204	6675
MIR205	782
MIR206	4697
MIR208A	9122
MIR21	10353
MIR210	7533
MIR211	9522
MIR212	10146
MIR181A1	737
MIR215	831
MIR216A	1210
MIR217	1210
ARR3	11832
TACSTD2	244
MIR218-1	2954
MIR218-2	4434
MIR219A2	6930
MIR22	10145
MIR221	11758
MIR222	11758
MIR223	11814
MIR23B	6781
MIR25	5604
MIR26A1	2164
MIR26A2	8338
MIR26B	1884
MIR29A	5738
MIR296	11247
MIR299	9473
MIR29B1	5738
MIR29C	775
MIR301A	10350
MIR30A	4768
MIR30B	6445
MIR30C1	164
MIR30C2	4767
MIR30D	6445
MIR30E	164
MIR31	6588
MIR32	6842
MIR320A	5946
MIR33A	11521
MIR34A	35
MIR34B	7992
MIR34C	7992
MIR7-1	6734
MIR7-2	9769
MIR7-3	10804
MIR9-1	546
MIR9-2	4071
MIR92A2	12084
MIR93	5604
MIR9-3	9772
MIR96	5735
MIR98	11783
MIR99A	11283
MIR99B	10980
TM4SF1	2647
EPCAM	1170
M6PR	8137
CAPRIN1	7681
NBR1	10284
TAFA1	2299
LOC407835	5732
MIR17HG	9002
TNFSF12-TNFSF13	10169
ARRB1	7833
SPINK14	4340
MARCKS	4955
FNDC9	4382
MXD1	1273
MAD2L1	3388
SMAD1	3501
SMAD2	10637
SMAD3	9678
SMAD4	10651
ARRB2	10157
SMAD5	4286
SMAD6	9676
SMAD7	10642
SMAD9	8754
MAF	10091
MAFG	10445
MAG	10916
ASIC1	8305
MAGEA3	12158
MAGEA4	12154
MAGEA5P	12155
MAGEA6	12158
MAGEA10	12155
ARSB	4026
MAGEA12	12158
MAGEB1	11689
MAGEB2	11689
MAGEB3	11689
MAGEB4	11689
MAGOH	219
MAK	4534
MAL	1353
STS	11585
MAN1A1	4979
MAN2A2	9779
MAN2C1	9715
MAN2A1	4166
MAN2B1	10834
MANBA	3311
MAOA	11749
MAOB	11749
MAP1B	3996
MAP2	1843
MAP4	2208
MAP6	7834
MARK1	833
ARSD	11567
MARK3	9484
DNAJB3	1954
MARS1	8337
ACBD7	7039
C10orf105	7259
C10orf62	7371
ZNF32-AS1	7145
MAS1	5165
ZNF32-AS3	7145
ZNF32-AS2	7145
DIP2C-AS1	6973
C10orf55	7268
LINC00595	7288
DNAJC9-AS1	7265
LINC00619	7145
MAT1A	7295
DDI1	7958
LINC02913	6934
IDNK	6733
LCN10	6966
LINC00229	11533
MAT2A	1344
MATK	10800
MATN1	120
MATN2	6276
MATN3	1046
BLID	8041
MAX	9309
DENND6B	11560
C8orf82	6488
LINC00593	9690
MGC34796	258
ARSL	11568
MAZ	9937
CNTFR-AS1	6646
MB	11494
PIM3	11558
STX19	2399
MBD1	10648
MBL2	7172
MBNL1	2661
MBP	10771
MC1R	10138
MC2R	10513
MC3R	11235
ARSF	11568
MC4R	10694
MC5R	10512
MCAM	8028
MCC	4181
CHST6	10072
MCF2	12105
MCL1	521
MCM2	2551
MCM3	4697
MCM4	6051
MCM5	11493
MCM6	1507
MCM7	5604
CD46	774
SMCP	531
ADAM11	10290
MDFI	4649
DNAJB9	5638
ART3	3191
MDH1	1244
MDH2	5499
MDK	7738
MDM2	8388
MDM4	762
ME1	4820
ART4	8162
ME2	10651
MEA1	4655
MEF2A	9819
BORCS8-MEF2B	10861
MEF2C	4071
MEF2D	546
ARVCF	11431
MEFV	9842
MEIS1	1257
MEIS2	9544
MAP3K1	3937
MAP3K3	10367
MAP3K4	5169
MAP3K5	5058
RAB8A	10848
MEN1	7791
MEOX1	10286
MEOX2	5277
MEP1A	4673
MEP1B	10565
MET	5675
METTL1	8338
MFAP3	4367
MFAP4	10214
MFGE8	9770
MELTF	2863
MFNG	11503
MGAT1	4484
SCGB2A1	7780
MGAT2	9240
MGAT3	11511
MGAT5	1500
SCGB2A2	7780
VCX3B	11591
MIA2	9193
KITLG	8478
MGMT	7515
MGP	8162
MGST1	8169
MGST2	3475
MGST3	586
CIITA	9876
ASAH1	5926
MID1	11600
MIF	11443
CXCL9	3191
MIP	8333
MIPEP	8695
MITF	2307
ATXN3	9432
MKI67	7508
MKLN1	5739
ASCL1	8543
MLF1	2689
MLH1	2160
MAP3K9	9334
MAP3K10	10935
MLN	4614
MAP3K11	7794
KMT2A	8024
MLLT1	10810
AFF1	3240
ACHE	5607
ASCL2	7541
MLLT3	6582
AFDN	5199
MLLT6	10265
FOXO4	11836
NR3C2	3513
TRPM1	9522
MME	2673
MMP1	7952
MMP2	9988
MMP3	7952
MMP7	7951
MMP8	7952
RGS21	707
ASTL	1355
LHX8	319
MMP9	11189
MMP10	7952
ASGR1	10168
MMP11	11443
MMP12	7952
MMP13	7953
MMP14	9120
ATP5F1EP2	8714
MMP15	9999
MMP16	6231
MMP17	8672
MMP19	8330
ALDH6A1	9349
ASGR2	10167
MN1	11460
MNAT1	9289
MNDA	557
MNT	10147
MOBP	2171
MOCS1	4641
MOCS2	3920
ASIP	11136
MOS	6088
MOV10	483
CD200	2483
ASL	5466
MPI	9713
MPL	176
MPO	10346
MPP1	12163
MPP2	10287
MPP3	10286
MPST	11500
MPV17	1079
MPZ	568
MRE11	7915
ABCC1	9894
KLK14	10977
KLK12	10977
GET3	10834
KRTAP5-5	7538
LINC00615	8489
MXRA7	10423
LINC01555	361
THAP7-AS1	11434
LINC00575	3221
FER1L6-AS1	6395
PRKCQ-AS1	7000
CELF2-AS2	7021
LINC00857	7295
IFIT1B	7334
ASNS	5595
KRTAP5-2	7538
KRTAP5-6	7538
TMEM41B	7569
LINC02709	7571
PAX6-AS1	7671
TRIM51HP	7750
SLC22A20P	7793
KRTAP5-7	7818
KRTAP5-11	7818
CARD17	7963
PRDM10-DT	8077
SMCO3	8162
H3-5	8239
DBX2	8283
FLJ12825	8323
PLEKHG7	8497
LINC02372	8650
FZD10-AS1	8665
LINC00544	8723
ALG11	8823
MZT1	8916
RNASE13	9112
LINC02893	6748
CCDC196	9315
CCDC88C	9428
EIF2AK4	9558
UNC13C	9619
UBL7-DT	9711
TTLL13P	9776
LOC440311	9797
SMIM22	9849
CDIPTOSP	9937
YBX3P1	9942
CTRB2	10071
TBC1D3P5	10223
ARHGAP27P2	10385
BAIAP2-DT	10441
HSBP1L1	10785
PLIN5	10803
CLEC4GP1	10816
ZNF506	10863
GOLGA2P9	10873
ZNF724	10876
PRDM16-DT	9
UQCRHL	60
MICOS10	74
SLC2A1-DT	174
FAM183A	175
ZYG11A	217
LINC01761	409
RBM15-AS1	472
BCL2L15	488
ETV3L	549
LRRC52	586
LOC440700	586
LINC01720	699
TRIM67	879
MAP1LC3C	928
LINC00851	11090
P2RX6P	11434
PIWIL3	11447
MIAT	11455
SHISA8	11521
CAPN14	1097
LINC01191	1417
LINC01124	1667
H3P6	856
THUMPD3-AS1	2034
EIF1B-AS1	2174
TMEM89	2212
IQCF6	2225
SMIM4	2228
LINC00971	2373
CPEB2-DT	2928
MTHFD2L	3183
LINC02483	3188
TMEM150C	3220
GUSBP5	3493
C4orf47	3684
DUX4L4	3704
MARCHF11	3778
IL6ST-DT	3933
CRSP8P	4033
NR2F1-AS1	4093
IRF1-AS1	4269
LINC01951	4462
C6orf226	4655
TMEM151B	4661
LOC441155	4740
OOEP	4776
CALHM6	4967
FLJ46906	5068
LINC00602	5193
RNF216P1	5232
LOC441204	5326
RP9P	5355
ZNF716	5459
SPDYE3	5605
AKR1B15	5755
PDGFA-DT	5213
MIR2052HG	6172
FLJ46284	6252
FLJ42969	6290
AARD	6363
LRRC24	6488
LINC01239	6593
SUGT1P1	6642
SPATA31C1	6752
LOC441455	6788
ANKRD18B	6642
STX17-DT	6801
STPG3	6968
NRARP	6969
FTHL18P	11720
RPS26P11	11838
GLRA4	11953
RTL8B	12087
SPANXN4	12117
PGAM4	11859
CDNF	7038
SEPTIN7P11	7748
OR5B3	7764
TSPAN11	8235
OR9K2	8327
TEX21P	9306
PRKXP1	9823
WBP11P1	10566
TARM1	10989
ANKRD65	2
PGBP	477
OR10J3	559
OR2W5P	950
OR13G1	951
ZFAS1	11203
SULT1C3	1405
GALNTL6	3621
LOC442132	3738
ATP6V0CP3	4654
PTCHD4	4678
SLC25A51P1	4742
GSTM2P1	4942
RFPL4B	4948
ZNF727	5462
FOXB2	6703
FAM47C	11720
UQCRBP1	11795
XRCC6P5	11937
LOC442497	5212
DPY19L2P4	5560
DPY19L2P3	5341
EIF3IP1	5644
LMOD2	5707
MIR133B	4697
MIR135B	766
MIR148B	8324
MIR302B	3356
MIR323A	9473
MIR324	10168
MIR326	7833
MIR328	10042
MIR330	10955
MIR331	8509
MIR337	9473
MIR338	10442
MIR339	5215
MIR340	4481
MIR345	9470
MIR346	7323
MIR376C	9474
MIR369	9474
MIR372	10988
MIR373	10988
MIR374A	11845
MIR196B	5330
ASPA	10152
MYO1B	1761
CITED1	11839
MSH2	1170
MSH3	4035
MSH4	322
ASPH	6113
MSI1	8621
IGFL4	10957
TARP	5377
TRIM6-TRIM34	7552
C9orf129	6774
PALM2AKAP2	6846
MSN	11813
MSR1	5917
MSRA	5893
MST1	2216
MST1R	2217
MSX1	2886
MSX2	4462
KPRP	531
LCE6A	531
MT1A	9993
MT1B	9993
MT1E	9993
MT1F	9993
MT1G	9993
GGNBP1	4613
MT1H	9993
MT1JP	9993
MT1M	9993
MT1L	9993
MT1X	9993
MT2A	9993
MT3	9993
MTAP	6589
MTCP1	12164
MTF1	151
NUDT1	5220
MTHFD1	9306
MTHFR	47
MTIF2	1206
MTM1	12148
MYO1F	10818
MTNR1A	3689
MTNR1B	7909
MTTP	3297
MTR	904
MTRR	3740
MTX1	541
MUC1	541
MUC2	7535
MUC4	2858
MUC6	7535
MUC7	3167
TRIM37	10349
MUSK	6850
MMUT	4685
MUTYH	184
MVD	10132
MVK	8573
MX1	11398
ASTN1	636
MX2	11398
MXI1	7427
MYB	5052
MYBL1	6136
MYBPC1	8537
MYBL2	11178
MYBPC2	10974
MYBPC3	7742
MYBPH	756
MYC	6412
MYCL	160
MYCN	1027
MYD88	2165
GADD45B	10795
MYF5	8442
MYF6	8442
MYH1	10182
SERPINC1	623
MYH2	10182
MYH3	10183
MYH4	10182
MYH6	9122
MYH7	9122
MYH8	10182
MYH9	11497
MYH10	10173
MYH11	9893
ZFHX3	10061
MYL1	1847
MYL2	8579
MYL3	2204
MYL4	10296
MYL5	2869
MYL6	8331
MYLK	2534
MYO1A	8335
MYO1C	10144
MYO1D	10242
MYO1E	9642
MYO5A	9611
MYO5B	10646
MYO6	4787
MYO7A	7841
MYO7B	1479
MYO9A	9699
MYO9B	10852
MYO10	3781
MYOC	613
MYOD1	7607
MYOG	756
PPP1R12A	8438
ATF1	8308
PPP1R12B	753
MYT1	11271
NAB1	1758
NAB2	8335
NACA	8334
NAGA	11522
NAGLU	10281
ATF3	796
HNRNPM	10818
NAP1L1	8421
NAP1L2	11841
NAP1L3	11911
NAP1L4	7544
NARS1	10681
NASP	186
ATF4	11511
CEACAM6	10942
NBL1	74
NUBP1	9876
NBN	6240
NCAM1	7998
NCAM2	11304
NCBP1	6790
NCF2	667
NCF4	11500
NCK1	2591
NCL	1944
NDN	9499
NDP	11750
NDUFA1	12022
NDUFA2	4306
NDUFA3	10989
NDUFA4	5255
NDUFA5	5707
ACLY	10279
NDUFA6	11522
NDUFA7	10818
NDUFA8	6902
NEB	1579
NDUFA9	8120
NDUFA10	1983
NDUFAB1	9915
NDUFB1	9432
NDUFB2	5783
NDUFB3	1806
ATIC	1870
NDUFB4	2521
NDUFB5	2785
NDUFB6	6638
NDUFB7	10842
NDUFB8	7383
NDUFB9	6398
NDUFB10	9837
NDUFC1	3474
NDUFC2	7845
NDUFS1	1828
ATM	7977
NDUFS2	567
NDUFS3	7743
NDUFV1	7803
NDUFS4	3922
NDUFS5	157
NDUFS6	3712
NDUFV2	10492
RERE	32
NDUFV3	11405
DRG1	11476
NEDD4	9627
SEPTIN2	1989
RPL10A	4621
NEDD8	9126
NEDD9	4536
ATOH1	3271
NEFM	5958
SUMO1P3	564
SPIN2B	11797
GIMAP6	5819
LRRC18	7158
NEFH	11467
NELL1	7620
NEFL	5958
ATOX1	4357
NEK1	3610
NEK2	792
NELL2	8281
NEO1	9705
NEU2	1951
ATP1A1	499
NEUROD1	1717
NEUROD2	10269
NEUROG1	4283
NF1	10237
ATP1A2	563
NF2	11468
NFATC1	10783
NFATC2	11213
NFIA	255
NFATC3	10045
NFATC4	9126
NFE2	8324
NFE2L1	10300
ATP1A3	10943
NFE2L2	1697
NFIB	6554
NFIC	10799
NFIL3	6766
NFIX	10835
ATP12A	8699
NFKB1	3310
NFKB2	7392
NFKBIA	9176
NFKBIB	10930
NFKBIE	4661
TONSL	6488
NFRKB	8076
NFX1	6641
ACO1	6637
ATP1A4	563
NFYA	4647
NFYB	8549
NFYC	164
NGF	494
NGFR	10306
NHLH1	564
NHLH2	497
SNU13	11520
ATP1B1	602
NHS	11631
NID1	900
NINJ1	6773
NINJ2	8102
NIT1	567
NKG7	10978
ATP1B2	10170
NKTR	2185
NKX2-2	11105
NKX3-1	5952
NKX6-1	3229
NNAT	11150
NMB	9751
NMBR	5084
ATP1B3	2613
NME1	10314
NME2	10314
NME3	9836
NME4	9830
NQO2	4498
NMT1	10292
NNMT	8005
NODAL	7253
NOP2	8129
NONO	11836
NOS1	8608
NOS2	10224
NOS3	5821
CNOT2	8394
CNOT3	10990
CNOT4	5759
NOTCH1	6965
NPY	5317
NOTCH2	515
NOTCH3	10844
CCN3	6374
NOVA1	9136
NOVA2	10956
FXYD2	8021
PNP	9109
NPAS1	10961
NPAS2	1373
NPAT	7977
NPC1	10524
NPHS1	10918
NPM1	4446
NPPA	47
NPPB	47
ATP2A2	8576
NPPC	1946
NPR1	535
NPR2	6651
NPR3	3850
NPTX1	10439
NPTX2	5598
NPY1R	3582
NPY2R	3545
NPY6R	4294
NPY5R	3583
ATP2A3	10154
SLC11A2	8309
NRAP	7443
NRAS	492
NRCAM	5636
NRDC	213
NRF1	5734
ATP2B1	8483
NRGN	8053
NRL	9125
NRTN	10809
YBX1	173
NT5E	4830
NTF3	8124
NTF4	10969
ATP2B2	2038
NTHL1	9837
NTRK1	548
NTRK2	6737
NTRK3	9765
NTN3	9839
ROR1	267
ATP2B3	12160
ROR2	6767
DDR2	572
NTS	8466
NTSR1	11265
GEMIN8P4	385
PPDPFL	6056
IGIP	4304
NUCB1	10968
NUCB2	7605
NUMA1	7819
NUP88	10160
NUP98	7546
NR4A2	1602
ATP2B4	758
NVL	848
GPR143	11597
COA5	1363
RABGEF1P1	5468
OAS1	8588
HCG11	4605
TRIM72	9941
CISD2	3312
CCDC73	7675
EID3	8549
GPX8	3929
OAS2	8588
TMEM9B-AS1	7567
RNASE12	9110
PHOSPHO2	1663
OAS3	8588
RBMXL1	381
SPANXN1	12126
SPANXN2	12121
NFYCP2	6748
SLC25A51P4	7609
CHAC2	1200
FBXO47	10266
OAT	7492
TBC1D25	11769
MIR375	1887
MIR376A1	9474
MIR377	9474
MIR379	9473
MIR380	9473
MIR381	9474
MIR382	9474
MIR383	5912
MIR384	11856
MIR423	10235
MIR424	12085
MIR425	2213
RNF165	10630
PJVK	1702
TYMSOS	10453
WEE2	5787
CFAP95-DT	6670
OAZ1	10794
OAZ2	9667
OCA2	9516
ATP4A	10917
OCM2	5595
OCRL	12063
ODC1	1002
ODF1	6296
ODF2	6931
OMD	6770
ATP4B	9103
OGDH	5406
OGG1	2036
OGN	6770
FLJ25758	10814
TIFAB	4283
BDNF-AS	7652
C18orf61	10505
OLR1	8141
OMG	10238
OMP	7841
OPA1	2848
LINC00293	6047
C18orf32	10645
OPCML	8088
ATP5F1A	10629
TNFRSF11B	6372
OPHN1	11823
OPRD1	112
ZBTB21	11400
SCAPER	9719
WRAP73	11
OPRK1	6075
CRNN	529
CLDN20	5144
OPRL1	11271
OPRM1	5138
SIX6	9288
OR1D2	10150
OR1F1	9842
OR2C1	9842
OR3A1	10151
OR3A2	10151
ORC1	215
ORC2	1805
ACO2	11520
ORC4	1563
ORC5	5618
SLC22A18	7544
SLC22A18AS	7544
ORM1	6866
ORM2	6866
OSBP	7769
OSM	11471
OTC	11725
ALDH7A1	4243
CLDN11	2743
OTX1	1241
OTX2	9272
OVGP1	477
OVOL1	7795
OXA1L	9119
OXCT1	3888
OXT	11020
OXTR	2031
P2RX1	10153
P2RX3	7759
P2RX4	8625
P2RX5	10153
P2RX7	8625
P2RY1	2663
P2RY2	7824
P2RY4	11832
P2RY6	7824
P2RY11	10824
P4HA1	7264
P4HB	10444
MS4A13	7773
LINC00929	9508
A1BG-AS1	11006
RGMB-AS1	4117
ARGFX	2525
PA2G4	8331
DPRXP4	10237
LOH12CR2	8151
PEBP1	8612
DPRX	10988
DUXA	11001
OR8U8	7755
OR9G9	7756
PABPC3	8700
FURIN	9778
PCSK6	9826
PAEP	6961
PAFAH1B1	10148
RRM2B	6295
SMARCAL1	1875
G0S2	784
PLA2G3	11475
MINK1	10157
CD207	1277
PAFAH1B2	8018
PAFAH1B3	10944
DUOX2	9578
NOX4	7895
NOX3	5144
COL5A3	10823
PAFAH2	100
SYCP3	8538
PODXL2	2551
DELEC1	6870
CHST11	8550
PRDX1	185
PAH	8543
SERPINE1	5608
SERPINB2	10710
PAK1	7842
ATP5F1B	8333
IL20	771
UBQLN3	7552
IL21R	9932
IL22	8385
ATP6V0A4	5774
ITSN2	1065
DEF6	4620
PAK2	2862
CUZD1	7485
CYHR1	6488
GEMIN4	10141
PAK3	11984
CALY	7532
ANO7	1988
PALM	10787
PNPLA8	5637
ARHGEF4	1490
ARHGEF3	2247
SLC45A1	32
PCA3	6702
PAM	4135
CNTN3	2328
NEUROG3	7249
REG3A	1314
PAPPA	6875
RDH8	10823
PRKN	5171
DCAF8	563
PARN	9892
PAWR	8437
PAX1	11106
PAX2	7384
PAX3	1902
PAX4	5725
PAX5	6656
PAX6	7671
KCNK4	7789
MYEF2	9592
IRX4	3712
ASAP1	6423
AK3	6511
HP1BP3	79
PAX7	70
HDGFL3	9747
COPS7A	8130
NSDHL	12158
PDCL	6905
PAX9	9181
TAS2R3	5787
TAS2R4	5787
TAS2R16	5704
TAS2R1	3748
TAS2R9	8144
TAS2R8	8144
TAS2R7	8144
TAS2R13	8144
TAS2R10	8144
TAS2R14	8145
DHH	8301
F11R	566
TRAT1	2467
VILL	2164
PARD6A	10043
SPOCK3	3598
STMN3	11269
RNF141	7574
NTM	8083
HEBP1	8153
PBX1	581
ATP5F1C	7006
PBX3	6919
PC	7800
PCBD1	7255
PCBP1	1273
CDON	8058
IMPG2	2432
PCBP2	8320
PDE11A	1699
FOXP3	11771
SHANK1	10975
TBX22	11867
PCCA	9042
PCCB	2588
SOST	10286
PCDH1	4311
PCDHGC3	4310
PCDH7	3001
TMED5	399
ACOX1	10420
PCDH8	8824
SLC35B3	4523
MTERF3	6268
TPRKB	1290
MED31	10165
COQ6	9349
AMDHD2	9839
SLC35C2	11190
ASCC1	7261
DERL2	10160
PCDH9	8886
EXOSC3	6660
FAHD2A	1354
PRELID3B	11248
EXOSC1	7370
TMED7	4193
ISOC1	4254
EMC9	9125
RRP15	823
WASHC3	8539
HDDC2	5007
MRPS16	7265
GLRX2	711
MRPS18C	3225
FIS1	5608
PAM16	9847
GOLT1B	8192
DESI2	938
GLOD4	10141
CELA2B	59
UBXN1	7782
SERPINA5	9443
ZNF593	101
ZBTB7B	540
ST8SIA3	10680
PCK1	11241
PI15	6173
PRLH	1972
GMNN	4597
PLEKHA8P1	8284
LAP3	2940
WDPCP	1242
ZNF691	174
FAM135B	6460
PCK2	9125
TXNDC12	214
TXNDC11	9880
ATL1	9244
CALHM2	7396
RPS27L	9660
SSUH2	2031
YARS2	8243
NMD3	2701
MRPL2	4656
NOSIP	10971
DERA	8167
MEMO1	1100
MRPL4	10824
APIP	7685
TMX2	7761
CUTC	7380
FCF1	9352
THAP4	1990
NDUFA13	10862
PCM1	5926
MRPS7	10417
POLR1D	8712
GAL	7806
CRYL1	8680
MLXIPL	5493
TNNI3K	315
YBX2	10168
KLHL5	3039
PLLP	9996
SEPSECS	2975
SIDT2	8018
METTL25B	547
ADIPOR1	755
TRNT1	2006
UTP18	10314
SCCPDH	947
IFT52	11178
ABHD5	2190
PCMT1	5119
SH3GLB1	370
ZC2HC1A	6191
MECR	114
NDUFAF1	9564
ABHD17B	6680
PHF20L1	6435
TFB1M	5143
APH1A	520
RDH11	9320
PCNA	11029
LACTB2	6154
KMT5B	7804
TRAPPC12	969
ZDHHC9	12064
RMDN1	6224
MRPS2	6961
COQ4	6930
UTP11	152
RPL26L1	4454
COMMD2	2649
ZNF706	6290
IER3IP1	10634
GOLGA7	6033
NAA20	11098
TRIM17	866
SAR1B	4279
ANGPTL4	10818
ASB3	1199
PHF11	8812
RLIM	11847
KCTD3	810
CEP83	8505
IRAK4	8277
RNFT1	10353
COPS4	3223
INSIG2	1435
CHCHD2	5457
DYNC1LI1	2140
HSD17B12	7725
A4GNT	2596
ING4	8130
CERCAM	6931
MRNIP	4480
SDF4	1
SLC45A2	3855
MRTO4	73
JPT1	10417
SERPINA10	9442
ZNF580	10994
PCNT	11420
VPS28	6488
C3orf18	2220
EGFL7	6966
DBR1	2596
DCTN4	4352
AADAT	3613
CYB5R4	4823
MYO15A	10213
HSD17B11	3242
HSD17B14	10968
NAGPA	9850
TUBD1	10353
TUBE1	4947
LEF1	3335
PLEKHO1	520
HAO2	513
PCOLCE	5606
DCXR	10445
HSPA14	7038
GPN3	8577
CRBN	2006
TCEAL9	11951
RSL24D1	9624
SS18L2	2185
CHMP1A	10137
HERC5	3247
CKLF	10039
ZNF639	2784
IPO11	3962
RAPGEFL1	10271
PLCE1	7355
CDKN2A-DT	6590
NIN	9244
CPA4	5737
ZDHHC2	5922
DDX47	8152
NUSAP1	9564
TACO1	10367
ACP6	518
GP6	10992
DUSP13	7273
CLDN18	2595
RAB9B	11953
PCP4	11391
LUZP4	12003
IGF2-AS	7540
GLRX5	9448
PCSK1	4106
ZNF219	9112
ELOA2	10633
ABI3	10305
COPZ2	10300
PIGP	11378
GLTP	8575
PHF20	11142
VRK3	10973
CRIM1	1120
DRICH1	11442
EMC4	9533
MZB1	4300
ANKRD39	1358
COX16	9333
CCDC174	2058
SHISA5	2211
PAIP2	4300
PDZD11	11832
TMEM69	186
PCSK5	6698
MTRES1	4924
NT5C3A	5355
FAM178B	1358
MRPL37	223
RNF181	1344
TBC1D7	4545
MARCHF2	10818
MRPL51	8129
TMEM216	7776
PCSK2	11085
PBDC1	11853
MRPL30	1365
MRPL27	10310
CDKL3	4277
CLEC1B	8140
CLEC1A	8141
PIPOX	10230
CDK16	11765
TFDP3	12079
UBAP1	6644
KLF3	3038
MAPKAPK5-AS1	8583
ZNF571	10925
DNAJC27	1069
IER5	655
C1RL	8131
CDK17	8513
GOLM1	6743
ANKMY1	1985
SCAND1	11143
TLR7	11611
RASL12	9669
CEND1	7534
COA4	7827
RXFP3	3855
CDK18	767
ERGIC2	8228
GMIP	10863
GMPR2	9126
CD320	10818
PCDH12	4312
ECSIT	10829
SLC15A3	7775
BPIFA1	11132
NRN1	4512
ATP5F1D	10790
PCYT1A	2860
TIMMDC1	2516
GCNT4	4010
CYP39A1	4672
FKBP11	8300
ZDHHC3	2195
KCNK9	6467
FAM13B	4294
FAM53C	4296
REEP2	4296
ARMCX1	11946
SLC22A17	9122
TLR8	11611
SLC25A37	5952
GASK1B	3559
NME8	5375
PLAC8	3223
PHF21A	7736
MRPL35	1347
RSRC1	2687
PDC	680
MEX3C	10652
AMZ2	10385
WAC	7097
SPG21	9668
